iteration 2;2023-02-01 09:00:27;undo again ;2023-02-01 09:00:29;2.0
iteration 2;2023-02-01 09:00:29;redo ;2023-02-01 09:00:34;5.0
iteration 2;2023-02-01 09:00:34;increase font size ;2023-02-01 09:00:40;6.0
iteration 2;2023-02-01 09:00:40;toggle folding ;2023-02-01 09:00:48;8.0
iteration 2;2023-02-01 09:00:48;decrease font size  ;2023-02-01 09:00:54;6.0
iteration 2;2023-02-01 09:00:54;enter full screen mode ;2023-02-01 09:00:59;5.0
iteration 2;2023-02-01 09:00:59;exit full screen mode ;2023-02-01 09:01:04;5.0
iteration 2;2023-02-01 09:01:04;print preview ;2023-02-01 09:01:10;6.0
iteration 2;2023-02-01 09:01:10;go 2 lines down ;2023-02-01 09:01:12;2.0
iteration 2;2023-02-01 09:01:12;set bookmark ;2023-02-01 09:01:15;3.0
iteration 2;2023-02-01 09:01:15;go 5 lines down ;2023-02-01 09:01:21;6.0
iteration 2;2023-02-01 09:01:21;select 10 lines  ;2023-02-01 09:01:27;6.0
iteration 2;2023-02-01 09:01:27;cut ;2023-02-01 09:01:32;5.0
iteration 2;2023-02-01 09:01:32;standby 30 sec ;2023-02-01 09:02:02;30.000000000000004
iteration 2;2023-02-01 09:02:02;go 5 lines down ;2023-02-01 09:02:05;3.0
iteration 2;2023-02-01 09:02:05;paste ;2023-02-01 09:02:10;5.0
iteration 2;2023-02-01 09:02:10;close ;2023-02-01 09:02:13;3.0
iteration 2;2023-02-01 09:02:13;discard the current file  ;2023-02-01 09:02:24;11.0
iteration 2;2023-02-01 09:02:24;open new file ;2023-02-01 09:02:29;5.0
iteration 2;2023-02-01 09:02:29;standby 5 sec ;2023-02-01 09:02:34;5.0
iteration 2;2023-02-01 09:02:34;type lorem ipsum ;2023-02-01 09:03:04;30.000000000000004
iteration 2;2023-02-01 09:03:04;enable spell checking ;2023-02-01 09:03:09;5.0
iteration 2;2023-02-01 09:03:09;toggle line numbers ;2023-02-01 09:03:14;5.0
iteration 2;2023-02-01 09:03:14;go to the begining of the line ;2023-02-01 09:03:19;5.0
iteration 2;2023-02-01 09:03:19;disable spell checking ;2023-02-01 09:03:24;5.0
iteration 2;2023-02-01 09:03:24;uppercase ;2023-02-01 09:03:27;3.0
iteration 2;2023-02-01 09:03:27;toggle line numbers ;2023-02-01 09:03:32;5.0
iteration 2;2023-02-01 09:03:32;lowercase ;2023-02-01 09:03:37;5.0
iteration 2;2023-02-01 09:03:37;save file ;2023-02-01 09:03:46;9.0
iteration 2;2023-02-01 09:03:46;create new file ;2023-02-01 09:03:51;5.0
iteration 2;2023-02-01 09:03:51;type lorem ipsum ;2023-02-01 09:04:16;25.0
iteration 2;2023-02-01 09:04:16;quit kate ;2023-02-01 09:04:25;9.0
iteration 2;2023-02-01 09:04:25;;2023-02-01 09:04:28;3.0
iteration 3;2023-02-01 09:04:28;;2023-02-01 09:04:35;7.0
iteration 3;2023-02-01 09:04:35;go to line 100 ;2023-02-01 09:04:40;5.0
iteration 3;2023-02-01 09:04:40;toggle comment ;2023-02-01 09:04:44;4.0
iteration 3;2023-02-01 09:04:44;find kconfig ;2023-02-01 09:04:49;5.0
iteration 3;2023-02-01 09:04:49;move between searches 6 times  ;2023-02-01 09:04:59;10.0
iteration 3;2023-02-01 09:04:59;close find bar ;2023-02-01 09:04:59;0.0
iteration 3;2023-02-01 09:04:59;standby 30 sec ;2023-02-01 09:05:29;30.000000000000004
iteration 3;2023-02-01 09:05:29;go to line 200 ;2023-02-01 09:05:34;5.0
iteration 3;2023-02-01 09:05:34;select 10 lines ;2023-02-01 09:05:37;3.0
iteration 3;2023-02-01 09:05:37;delete selected text ;2023-02-01 09:05:47;10.0
iteration 3;2023-02-01 09:05:47;go 5 lines down ;2023-02-01 09:05:49;2.0
iteration 3;2023-02-01 09:05:49;delete line ;2023-02-01 09:05:59;10.0
iteration 3;2023-02-01 09:05:59;undo ;2023-02-01 09:06:01;2.0
iteration 3;2023-02-01 09:06:01;undo again ;2023-02-01 09:06:03;2.0
iteration 3;2023-02-01 09:06:03;redo ;2023-02-01 09:06:08;5.0
iteration 3;2023-02-01 09:06:08;increase font size ;2023-02-01 09:06:14;6.0
iteration 3;2023-02-01 09:06:14;toggle folding ;2023-02-01 09:06:22;8.0
iteration 3;2023-02-01 09:06:22;decrease font size  ;2023-02-01 09:06:28;6.0
iteration 3;2023-02-01 09:06:28;enter full screen mode ;2023-02-01 09:06:33;5.0
iteration 3;2023-02-01 09:06:33;exit full screen mode ;2023-02-01 09:06:38;5.0
iteration 3;2023-02-01 09:06:38;print preview ;2023-02-01 09:06:44;6.0
iteration 3;2023-02-01 09:06:44;go 2 lines down ;2023-02-01 09:06:46;2.0
iteration 3;2023-02-01 09:06:46;set bookmark ;2023-02-01 09:06:49;3.0
iteration 3;2023-02-01 09:06:49;go 5 lines down ;2023-02-01 09:06:55;6.0
iteration 3;2023-02-01 09:06:55;select 10 lines  ;2023-02-01 09:07:01;6.0
iteration 3;2023-02-01 09:07:01;cut ;2023-02-01 09:07:06;5.0
iteration 3;2023-02-01 09:07:06;standby 30 sec ;;
