iteration 1;2023-02-01 08:53:20;startTestrun;2023-02-01 08:53:27;7.0
iteration 1;2023-02-01 08:53:27;go to line 100 ;2023-02-01 08:53:32;5.0
iteration 1;2023-02-01 08:53:32;toggle comment ;2023-02-01 08:53:36;4.0
iteration 1;2023-02-01 08:53:36;find kconfig ;2023-02-01 08:53:41;5.0
iteration 1;2023-02-01 08:53:41;move between searches 6 times  ;2023-02-01 08:53:51;10.0
iteration 1;2023-02-01 08:53:51;close find bar ;2023-02-01 08:53:51;0.0
iteration 1;2023-02-01 08:53:51;standby 30 sec ;2023-02-01 08:54:21;30.000000000000004
iteration 1;2023-02-01 08:54:21;go to line 200 ;2023-02-01 08:54:26;5.0
iteration 1;2023-02-01 08:54:26;select 10 lines ;2023-02-01 08:54:29;3.0
iteration 1;2023-02-01 08:54:29;delete selected text ;2023-02-01 08:54:39;10.0
iteration 1;2023-02-01 08:54:39;go 5 lines down ;2023-02-01 08:54:41;2.0
iteration 1;2023-02-01 08:54:41;delete line ;2023-02-01 08:54:51;10.0
iteration 1;2023-02-01 08:54:51;undo ;2023-02-01 08:54:53;2.0
iteration 1;2023-02-01 08:54:53;undo again ;2023-02-01 08:54:55;2.0
iteration 1;2023-02-01 08:54:55;redo ;2023-02-01 08:55:00;5.0
iteration 1;2023-02-01 08:55:00;increase font size ;2023-02-01 08:55:06;6.0
iteration 1;2023-02-01 08:55:06;toggle folding ;2023-02-01 08:55:14;8.0
iteration 1;2023-02-01 08:55:14;decrease font size  ;2023-02-01 08:55:20;6.0
iteration 1;2023-02-01 08:55:20;enter full screen mode ;2023-02-01 08:55:25;5.0
iteration 1;2023-02-01 08:55:25;exit full screen mode ;2023-02-01 08:55:30;5.0
iteration 1;2023-02-01 08:55:30;print preview ;2023-02-01 08:55:36;6.0
iteration 1;2023-02-01 08:55:36;go 2 lines down ;2023-02-01 08:55:38;2.0
iteration 1;2023-02-01 08:55:38;set bookmark ;2023-02-01 08:55:41;3.0
iteration 1;2023-02-01 08:55:41;go 5 lines down ;2023-02-01 08:55:47;6.0
iteration 1;2023-02-01 08:55:47;select 10 lines  ;2023-02-01 08:55:53;6.0
iteration 1;2023-02-01 08:55:53;cut ;2023-02-01 08:55:58;5.0
iteration 1;2023-02-01 08:55:58;standby 30 sec ;2023-02-01 08:56:28;30.000000000000004
iteration 1;2023-02-01 08:56:28;go 5 lines down ;2023-02-01 08:56:31;3.0
iteration 1;2023-02-01 08:56:31;paste ;2023-02-01 08:56:36;5.0
iteration 1;2023-02-01 08:56:36;close ;2023-02-01 08:56:39;3.0
iteration 1;2023-02-01 08:56:39;discard the current file  ;2023-02-01 08:56:50;11.0
iteration 1;2023-02-01 08:56:50;open new file ;2023-02-01 08:56:55;5.0
iteration 1;2023-02-01 08:56:55;standby 5 sec ;2023-02-01 08:57:00;5.0
iteration 1;2023-02-01 08:57:00;type lorem ipsum ;2023-02-01 08:57:30;30.000000000000004
iteration 1;2023-02-01 08:57:30;enable spell checking ;2023-02-01 08:57:35;5.0
iteration 1;2023-02-01 08:57:35;toggle line numbers ;2023-02-01 08:57:40;5.0
iteration 1;2023-02-01 08:57:40;go to the begining of the line ;2023-02-01 08:57:45;5.0
iteration 1;2023-02-01 08:57:45;disable spell checking ;2023-02-01 08:57:50;5.0
iteration 1;2023-02-01 08:57:50;uppercase ;2023-02-01 08:57:53;3.0
iteration 1;2023-02-01 08:57:53;toggle line numbers ;2023-02-01 08:57:58;5.0
iteration 1;2023-02-01 08:57:58;lowercase ;2023-02-01 08:58:03;5.0
iteration 1;2023-02-01 08:58:03;save file ;2023-02-01 08:58:12;9.0
iteration 1;2023-02-01 08:58:12;create new file ;2023-02-01 08:58:17;5.0
iteration 1;2023-02-01 08:58:17;type lorem ipsum ;2023-02-01 08:58:42;25.0
iteration 1;2023-02-01 08:58:42;quit kate ;2023-02-01 08:58:51;9.0
iteration 1;2023-02-01 08:58:51;;2023-02-01 08:58:54;3.0
iteration 2;2023-02-01 08:58:54;;2023-02-01 08:59:01;7.0
iteration 2;2023-02-01 08:59:01;go to line 100 ;2023-02-01 08:59:06;5.0
iteration 2;2023-02-01 08:59:06;toggle comment ;2023-02-01 08:59:10;4.0
iteration 2;2023-02-01 08:59:10;find kconfig ;2023-02-01 08:59:15;5.0
iteration 2;2023-02-01 08:59:15;move between searches 6 times  ;2023-02-01 08:59:25;10.0
iteration 2;2023-02-01 08:59:25;close find bar ;2023-02-01 08:59:25;0.0
iteration 2;2023-02-01 08:59:25;standby 30 sec ;2023-02-01 08:59:55;30.000000000000004
iteration 2;2023-02-01 08:59:55;go to line 200 ;2023-02-01 09:00:00;5.0
iteration 2;2023-02-01 09:00:00;select 10 lines ;2023-02-01 09:00:03;3.0
iteration 2;2023-02-01 09:00:03;delete selected text ;2023-02-01 09:00:13;10.0
iteration 2;2023-02-01 09:00:13;go 5 lines down ;2023-02-01 09:00:15;2.0
iteration 2;2023-02-01 09:00:15;delete line ;2023-02-01 09:00:25;10.0
iteration 2;2023-02-01 09:00:25;undo ;2023-02-01 09:00:27;2.0
